lv,rank_recip_k_pos,rank_recip_k_neg
-0.0104805003815563,-0.543492976389406,0.543492976389406
-0.530474557774155,-0.679366220486757,0.679366220486757
1.03756953777407,-0.407619732292055,0.407619732292055
-0.527451336510244,-1.63047892916822,1.63047892916822
0.23137720073128,-0.95111270868146,0.95111270868146
0.183509530719365,1.63047892916822,-1.63047892916822
-0.421638592273378,0.95111270868146,-0.95111270868146
2.37383333642249,0.815239464584109,-0.815239464584109
0.994236699658018,0.543492976389406,-0.543492976389406
-0.881168224387768,-1.35873244097351,1.35873244097351
0.187540492404579,1.22285919687616,-1.22285919687616
-0.350592892571483,1.49460568507087,-1.49460568507087
-0.570784174626294,-0.815239464584109,0.815239464584109
1.4663630870387,0.407619732292055,-0.407619732292055
-0.689697544340105,-1.49460568507087,1.49460568507087
-1.07011955338217,-1.08698595277881,1.08698595277881
-1.02527510463417,0.271746488194703,-0.271746488194703
-0.912408177448176,1.08698595277881,-1.08698595277881
2.03573642507517,0,0
-0.918454619975997,0.135873244097351,-0.135873244097351
-0.454390155965742,0.679366220486757,-0.679366220486757
1.50566496346954,-1.22285919687616,1.22285919687616
-0.198424088954656,-0.135873244097351,0.135873244097351
-0.756208412146135,1.35873244097351,-1.35873244097351
-0.698263337921185,-0.271746488194703,0.271746488194703
