group,bic,R2
1,101.536906872538,0.900475872312529
1,89.4692237488051,0.913638634633838
1,83.2136051423951,0.953817789131316
1,98.6915783571526,0.866093929742927
1,107.73645821002,0.884081820742171
1,67.7813988533685,0.984316946778177
1,25.8832524543564,0.99972329332245
1,68.6572791258506,0.981012557973842
1,144.171865630717,0.67034970713642
1,96.5765653142662,0.879778635388411
1,77.1828253630141,0.955429189783527
1,136.567190980731,0.680134484646398
1,167.720075220437,0.465741184425516
1,149.735107982496,0.655527846246922
1,113.755727216267,0.820430425823741
1,121.49241894052,0.800943380618361
1,110.074751277625,0.836103490178888
1,130.285128190563,0.71567402001722
1,101.639830066199,0.870385206236699
1,109.722761112063,0.859666598032704
1,189.234076956507,0.448775409819429
1,78.0759194955984,0.94429746993819
1,22.2087871134844,0.998657232738469
1,132.581855660813,0.749722356144406
1,122.688642808223,0.758173394810597
1,98.706130704372,0.873643889282188
1,127.292087902243,0.759934692288653
1,117.067027553677,0.813207546402737
1,76.1108978530033,0.970705754678469
1,42.4379175807379,0.99799335831364
1,123.238170054879,0.772467010346897
1,188.388525096442,0.399321783094708
1,58.7923875593439,0.992510666731568
1,82.0393501527982,0.966258922905216
1,87.104614070252,0.939041734590105
1,68.2618923015616,0.975090663197297
1,117.615690494415,0.832795370970318
1,50.7558108545256,0.991987159665954
1,25.883527145547,0.999723346503471
1,69.8558472943726,0.982082045671053
2,226.24975380508,0.258591112234383
2,97.2593722002582,0.867457633818263
2,159.441792103448,0.517326215150704
2,27.2485554020787,0.999995629728371
2,94.2101556068091,0.905453569780831
2,64.5374103234277,0.960559791875773
2,77.6578695122213,0.968183362511783
2,131.891930483949,0.49362048629629
2,121.469532316308,0.705659788800995
2,92.747115421718,0.943034103637068
2,95.3127832513188,0.917094814053948
2,133.035429947117,0.741236271187643
2,112.440091579471,0.46809375380059
2,60.3178236441007,0.992775826363136
2,59.7411257936417,0.987034368256054
2,95.5608500822996,0.867616757725669
2,109.207747975728,0.85996404283521
2,149.077417263836,0.640275606814081
2,160.309607332316,0.495539644650577
2,146.20498375999,0.647899625204032
2,92.9563864086627,0.905186398440796
2,117.402431271098,0.686212584344509
2,96.3845560853316,0.925892053465574
2,52.9840285585872,0.992440319427485
2,199.040507704537,0.302643218337468
3,40.304929886291,0.999016760645398
3,133.227554881227,0.743438289372114
3,138.546123575317,0.626531032356716
3,108.807164953148,0.870768399372392
3,66.3343593540951,0.9793214956179
3,152.034874071862,0.450388729548554
3,174.943803549655,0.478282699740868
3,127.275910261032,0.74821342731951
3,40.3111866531972,0.998005115381555
3,174.228503006419,0.377545800484202
3,72.3629657923719,0.979454947933092
3,65.9943407129886,0.976911342276913
3,86.8259071431537,0.934065683916402
3,135.993494846758,0.384742145038824
3,66.7522669267794,0.967952348022393
4,77.8220806287173,0.862307236911395
4,87.8723965047784,0.958767739419258
4,74.9127119579264,0.968902161473477
4,183.703735507258,0.306869689487826
4,124.75585766255,0.779620145241232
